1007, 32, 3000, 14
1008, 64, 2000, 20
1009, 4, 3000, 20
1010, 32, 2000, 20
1011, 32, 4000, 20
1012, 64, 4000, 20
1013, 32, 3000, 20
1014, 64, 3000, 10
1015, 16, 2000, 13
1016, 64, 4000, 12
1017, 4, 3000, 19
1018, 64, 4000, 20
1019, 64, 500, 20
1020, 64, 4000, 14
1021, 32, 4000, 18
1022, 64, 2000, 20
1023, 32, 4000, 19
1024, 64, 500, 12
1025, 4, 3000, 10
1026, 8, 3000, 20
1027, 8, 3000, 14
1028, 64, 4000, 20
1029, 64, 3000, 20
1030, 16, 4000, 20
1031, 32, 2000, 15
1032, 64, 4000, 20
1033, 32, 4000, 20
1034, 16, 4000, 20
1035, 16, 4000, 20
1036, 64, 4000, 17
1037, 64, 4000, 11
1038, 64, 2000, 11
1039, 32, 3000, 20
1040, 8, 4000, 20
1041, 64, 4000, 20
1042, 64, 500, 20
1043, 64, 4000, 20
1044, 64, 3000, 19
1045, 64, 4000, 20
1046, 64, 500, 17
1047, 16, 1000, 10
1048, 16, 4000, 20
1049, 16, 4000, 18
1050, 64, 4000, 20
1051, 32, 3000, 18
1052, 64, 1000, 20
1053, 64, 3000, 20
1054, 64, 3000, 20
1055, 64, 4000, 15
1056, 64, 4000, 17
1057, 16, 4000, 17
1058, 16, 4000, 20
1059, 64, 2000, 20
1060, 64, 4000, 20
1061, 4, 3000, 16
1062, 64, 4000, 16
1063, 64, 2000, 15
1064, 64, 4000, 13
